protein,pfam_name,pfam_accession,full_seq_evalue,full_seq_score,full_seq_bias,best_domain_evalue,best_domain_score,best_domain_bias
NP_417625.1,Acetyltransf_1,PF00583,1.7e-13,45.8,0.0,2.3e-13,45.4,0.0
NP_417631.2,DEAD,PF00270,6.6e-54,177.0,0.0,8.6e-53,173.4,0.0
NP_417631.2,Helicase_C,PF00271,4.4e-34,112.0,0.0,1.3e-31,104.1,0.1
NP_417631.2,ResIII,PF04851,1e-07,27.0,0.0,2.1e-07,25.9,0.0
NP_417633.4,RNase_PH,PF01138,4.2e-59,193.6,0.0,1.9e-29,97.7,0.0
NP_417633.4,PNPase,PF03726,1.8e-29,97.0,2.1,6.4e-29,95.3,2.1
NP_417633.4,S1,PF00575,1.4e-25,84.5,3.5,1.4e-25,84.5,3.5
NP_417633.4,RNase_PH_C,PF03725,3.7e-23,76.3,4.3,5e-18,59.8,0.1
NP_417633.4,KH_1,PF00013,1.5e-12,42.1,3.9,4.9e-12,40.4,3.9
NP_417634.1,Ribosomal_S15,PF00312,3.9e-40,130.9,1.3,4.4e-40,130.7,1.3
NP_417635.1,TruB_N,PF01509,5.5e-59,193.8,0.0,7.3e-59,193.4,0.0
NP_417636.1,RBFA,PF02033,4.2e-38,124.8,0.1,4.9e-38,124.6,0.1
NP_417637.1,IF-2,PF11987,4.1e-45,147.4,3.5,2.2e-44,145.1,3.5
NP_417637.1,GTP_EFTU,PF00009,4.3e-41,135.5,1.4,4.4e-39,128.9,1.4
NP_417637.1,IF2_N,PF04760,8.3e-28,91.0,5.7,1.4e-16,55.0,1.3
NP_417637.1,GTP_EFTU_D2,PF03144,3.5e-14,48.0,9.1,2.1e-11,39.1,1.3
NP_417637.1,MMR_HSR1,PF01926,1.6e-12,42.5,0.1,6.2e-12,40.6,0.1
NP_417638.1,NusA_N,PF08529,4e-41,135.0,7.7,1.1e-40,133.6,7.7
NP_417638.1,KH_NusA_1st,PF13184,5.1e-34,111.3,0.7,5.1e-34,111.3,0.7
NP_417638.1,HHH_5,PF14520,6.8e-18,59.9,1.8,1.4e-12,42.9,0.6
NP_417638.1,S1,PF00575,5.7e-07,24.8,0.1,3e-06,22.5,0.1
NP_417639.6,RimP_N,PF02576,1.2e-30,100.8,0.1,2.4e-30,99.8,0.1
NP_417642.1,SecG,PF03840,3.6e-24,79.7,12.7,4.3e-24,79.4,12.7
NP_417643.1,PGM_PMM_I,PF02878,2.1e-48,158.4,0.0,4.9e-48,157.3,0.0
NP_417643.1,PGM_PMM_III,PF02880,1e-37,123.8,0.3,2.3e-37,122.6,0.3
NP_417643.1,PGM_PMM_II,PF02879,2e-21,71.5,0.0,4.2e-21,70.4,0.0
NP_417643.1,PGM_PMM_IV,PF00408,2.2e-21,70.7,0.6,9.4e-21,68.7,0.6
NP_417644.4,Pterin_bind,PF00809,1.6e-95,314.3,0.0,1.8e-95,314.1,0.0
NP_417645.1,Peptidase_M41,PF01434,2.9e-75,247.3,0.2,5e-75,246.5,0.2
NP_417645.1,AAA,PF00004,1.7e-49,162.6,0.0,4.6e-49,161.2,0.0
NP_417645.1,AAA_lid_3,PF17862,1.2e-13,45.4,0.1,2.2e-13,44.5,0.1
NP_417648.4,GreA_GreB_N,PF03449,4.4e-34,111.6,0.9,5.9e-34,111.2,0.9
NP_417648.4,GreA_GreB,PF01272,1.5e-31,103.2,0.3,2.1e-31,102.7,0.3
NP_417650.1,GTP1_OBG,PF01018,7.6e-64,208.9,5.1,1.1e-63,208.4,5.1
NP_417650.1,MMR_HSR1,PF01926,1.5e-26,87.7,0.0,2.6e-26,87.0,0.0
NP_417651.1,EamA,PF00892,1.8e-48,159.2,36.5,1.5e-30,101.2,12.4
NP_417652.1,Ribosomal_L27,PF01016,7.9e-41,133.0,3.3,8.7e-41,132.9,3.3
NP_417653.1,Ribosomal_L21p,PF00829,2.1e-38,125.6,3.1,2.3e-38,125.4,3.1
NP_417654.1,polyprenyl_synt,PF00348,3.9e-84,276.7,0.0,4.8e-84,276.4,0.0
NP_417656.1,EPSP_synthase,PF00275,2.7e-142,469.3,1.0,3e-142,469.1,1.0
NP_417662.1,ABC_tran,PF00005,3.3e-32,106.9,0.0,4.2e-32,106.5,0.0
NP_417664.1,SIS,PF01380,5.9e-39,127.8,0.0,2.7e-38,125.7,0.0
NP_417664.1,CBS,PF00571,5.7e-16,53.6,6.7,1.6e-08,29.7,0.4
NP_417665.1,Hydrolase_3,PF08282,6.4e-14,47.2,0.0,1.4e-12,42.8,0.0
NP_417668.1,ABC_tran,PF00005,9.2e-38,124.9,0.0,1.4e-37,124.3,0.0
NP_417670.1,Ribosomal_S30AE,PF02482,2.2e-29,97.0,0.9,2.5e-29,96.9,0.9
NP_417675.1,Transgly,PF00912,5.3e-56,183.8,0.0,6.7e-56,183.5,0.0
NP_417678.1,Radical_SAM,PF04055,1.1e-20,69.4,0.0,1.6e-20,68.9,0.0
NP_417680.1,Pyr_redox_2,PF07992,9.8e-28,92.3,4.7,6.5e-27,89.6,4.6
NP_417680.1,DAO,PF01266,5.7e-09,30.8,0.3,2e-06,22.4,0.0
NP_417680.1,F420_oxidored,PF03807,2.5e-06,23.0,0.1,0.029,10.0,0.0
NP_417691.4,MFS_1,PF07690,1.8e-42,140.4,61.9,3.6e-28,93.4,35.7
NP_417692.1,DHDPS,PF00701,1.1e-115,380.2,0.0,1.2e-115,380.1,0.0
NP_417697.1,Ribosomal_S9,PF00380,1.5e-52,172.2,2.0,1.6e-52,172.0,2.0
NP_417698.1,Ribosomal_L13,PF00572,3e-49,161.0,0.1,3.5e-49,160.8,0.1
NP_417701.1,Trypsin_2,PF13365,3.4e-34,113.6,0.3,5.6e-34,112.9,0.3
NP_417701.1,PDZ_2,PF13180,6.7e-27,88.6,0.2,2.4e-16,54.8,0.0
NP_417702.1,Trypsin_2,PF13365,2.8e-31,104.1,0.7,4.5e-31,103.5,0.7
NP_417702.1,PDZ_2,PF13180,4.5e-16,53.9,0.4,1.6e-15,52.2,0.2
NP_417710.1,LysR_substrate,PF03466,1.3e-40,133.9,0.0,1.6e-40,133.6,0.0
NP_417710.1,HTH_1,PF00126,1.2e-21,71.4,0.8,2e-21,70.7,0.8
NP_417713.2,S1,PF00575,1.5e-08,29.9,0.3,8.8e-08,27.4,0.0
NP_417717.2,HSP70,PF00012,5.9e-15,49.4,0.3,1.1e-14,48.4,0.1
NP_417719.1,ADH_zinc_N,PF00107,7.7e-17,56.4,0.0,1.4e-16,55.6,0.0
NP_417719.1,ADH_N,PF08240,2.2e-13,45.4,0.5,1.3e-12,42.8,0.0
NP_417721.1,Biotin_lipoyl,PF00364,8.5e-27,87.8,1.7,9.8e-27,87.6,0.5
NP_417722.1,CPSase_L_D2,PF02786,3.3e-87,286.4,0.0,4.9e-87,285.8,0.0
NP_417722.1,Biotin_carb_N,PF00289,5.9e-47,153.7,0.1,1.3e-46,152.6,0.1
NP_417722.1,Biotin_carb_C,PF02785,3.2e-40,131.6,0.0,6.2e-40,130.6,0.0
NP_417722.1,Dala_Dala_lig_C,PF07478,4.2e-09,31.1,0.0,1.2e-08,29.6,0.0
NP_417725.1,MTS,PF05175,4.8e-12,40.7,0.0,7.2e-12,40.1,0.0
NP_417725.1,Methyltransf_25,PF13649,5.5e-10,34.8,0.0,1.1e-09,33.8,0.0
NP_417726.1,Dus,PF01207,9e-122,400.9,0.0,1e-121,400.8,0.0
NP_417728.4,Cons_hypoth95,PF03602,2e-07,25.8,0.0,0.00015,16.4,0.0
NP_417730.1,TetR_N,PF00440,8.4e-20,65.3,0.0,1.9e-19,64.2,0.0
NP_417736.2,BPD_transp_1,PF00528,3.6e-26,86.9,11.9,3.6e-26,86.9,11.9
NP_417737.1,ABC_tran,PF00005,2.9e-41,136.2,0.0,3.8e-41,135.8,0.0
NP_417738.4,Hexapep,PF00132,4.3e-21,68.7,6.5,2.9e-09,31.3,0.7
NP_417740.1,Shikimate_dh_N,PF08501,9.1e-25,81.7,0.0,1.4e-24,81.1,0.0
NP_417741.1,Sua5_yciO_yrdC,PF01300,5.1e-48,157.8,0.0,5.7e-48,157.7,0.0
NP_417745.1,Pep_deformylase,PF01327,3.8e-54,177.5,0.1,4.4e-54,177.2,0.1
NP_417746.1,Formyl_trans_N,PF00551,1.9e-60,198.6,0.0,2.9e-60,198.0,0.0
NP_417746.1,Formyl_trans_C,PF02911,1.1e-34,113.6,0.1,1.7e-34,113.0,0.1
NP_417747.1,Methyltr_RsmB-F,PF01189,1.1e-83,274.7,0.0,1.6e-83,274.2,0.0
NP_417747.1,NusB,PF01029,1.3e-30,101.5,0.0,2.3e-30,100.7,0.0
NP_417747.1,Methyltransf_25,PF13649,1.5e-07,27.0,0.0,3.8e-07,25.7,0.0
NP_417748.1,TrkA_N,PF02254,8.3e-60,195.2,3.9,7.2e-31,101.9,0.1
NP_417748.1,TrkA_C,PF02080,8.4e-24,78.3,0.5,7.4e-13,43.2,0.0
NP_417748.1,F420_oxidored,PF03807,1.8e-14,49.1,2.7,2e-06,23.3,0.0
NP_417748.1,NAD_Gly3P_dh_N,PF01210,4.4e-07,24.9,0.8,0.0015,13.5,0.0
NP_417751.1,MerR_1,PF13411,9.1e-24,78.4,0.6,1.6e-23,77.6,0.6
NP_417753.1,Ribosomal_L17,PF01196,2e-41,135.8,0.0,2.5e-41,135.5,0.0
NP_417754.1,RNA_pol_A_CTD,PF03118,6.2e-26,84.9,0.1,1.1e-25,84.1,0.1
NP_417755.1,Ribosomal_S4,PF00163,3.2e-33,109.3,1.7,3.2e-33,109.3,1.7
NP_417755.1,S4,PF01479,6.9e-21,68.8,0.2,1.4e-20,67.8,0.2
NP_417757.1,Ribosomal_S13,PF00416,3.8e-37,122.5,5.9,1.8e-35,117.1,5.9
NP_417759.1,SecY,PF00344,3.6e-123,405.7,18.9,4.4e-123,405.4,18.9
NP_417760.1,Ribosomal_L27A,PF00828,1.2e-14,49.5,3.1,1.8e-14,48.9,3.1
NP_417762.1,Ribosomal_S5_C,PF03719,3.9e-32,104.5,0.4,6.8e-32,103.8,0.4
NP_417762.1,Ribosomal_S5,PF00333,1.1e-31,103.6,2.6,2e-31,102.8,2.6
NP_417763.1,Ribosomal_L18p,PF00861,2.6e-41,135.6,4.2,2.9e-41,135.4,4.2
NP_417764.1,Ribosomal_L6,PF00347,1.8e-44,145.4,0.2,5.7e-24,79.7,0.0
NP_417765.1,Ribosomal_S8,PF00410,6.3e-51,166.6,0.1,7e-51,166.4,0.1
NP_417766.1,Ribosomal_S14,PF00253,2.1e-28,92.8,1.7,3e-28,92.3,1.7
NP_417767.1,Ribosomal_L5_C,PF00673,1.5e-43,141.8,0.0,2.4e-43,141.2,0.0
NP_417767.1,Ribosomal_L5,PF00281,2.5e-30,99.6,0.3,4.4e-30,98.7,0.3
NP_417768.1,ribosomal_L24,PF17136,1.9e-27,90.4,0.1,3.4e-27,89.6,0.1
NP_417768.1,KOW,PF00467,7.5e-08,27.0,4.0,1.4e-07,26.1,4.0
NP_417769.1,Ribosomal_L14,PF00238,5.2e-57,185.9,0.5,5.7e-57,185.8,0.5
NP_417770.1,Ribosomal_S17,PF00366,6.5e-37,120.5,1.2,7.7e-37,120.2,1.2
NP_417771.1,Ribosomal_L29,PF00831,6.4e-25,81.9,7.6,7.1e-25,81.8,7.6
NP_417772.1,Ribosomal_L16,PF00252,1e-52,172.5,1.6,1.1e-52,172.4,1.6
NP_417773.1,Ribosomal_S3_C,PF00189,2.3e-42,138.4,1.0,4.2e-42,137.6,1.0
NP_417773.1,KH_2,PF07650,1.2e-21,71.4,3.6,2.7e-21,70.2,3.6
NP_417774.1,Ribosomal_L22,PF00237,2.4e-43,141.5,2.8,2.7e-43,141.4,2.8
NP_417775.1,Ribosomal_S19,PF00203,5.5e-40,130.1,0.1,6.3e-40,129.9,0.1
NP_417776.1,Ribosomal_L2_C,PF03947,8.6e-59,192.1,2.7,1.4e-58,191.4,2.7
NP_417776.1,Ribosomal_L2_N,PF00181,5.8e-39,127.1,0.4,3.5e-38,124.6,0.2
NP_417777.1,Ribosomal_L23,PF00276,2.7e-34,112.4,4.8,3.1e-34,112.2,4.8
NP_417778.1,Ribosomal_L4,PF00573,1.8e-73,241.2,1.1,2.1e-73,241.0,1.1
NP_417779.1,Ribosomal_L3,PF00297,1.2e-15,52.3,8.3,2.8e-15,51.1,6.6
NP_417780.1,Ribosomal_S10,PF00338,4.2e-37,121.4,0.1,4.7e-37,121.2,0.1
NP_417785.1,T2SSE,PF00437,8.2e-166,546.1,5.1,1e-165,545.8,5.1
NP_417798.1,GTP_EFTU,PF00009,1.9e-65,214.9,0.0,2.5e-65,214.5,0.0
NP_417798.1,GTP_EFTU_D3,PF03143,5e-42,137.5,0.1,1.2e-41,136.3,0.1
NP_417798.1,GTP_EFTU_D2,PF03144,1e-21,72.2,7.1,1e-21,72.2,7.1
NP_417799.1,GTP_EFTU,PF00009,3.2e-66,217.4,0.1,5.2e-66,216.8,0.1
NP_417799.1,EFG_IV,PF03764,4.9e-48,156.9,0.0,1.1e-47,155.7,0.0
NP_417799.1,EFG_III,PF14492,2.9e-35,115.2,0.0,6e-35,114.2,0.0
NP_417799.1,EFG_C,PF00679,5.6e-31,101.4,0.1,1.4e-30,100.2,0.1
NP_417799.1,GTP_EFTU_D2,PF03144,2.1e-20,67.9,0.7,5.6e-20,66.6,0.3
NP_417800.1,Ribosomal_S7,PF00177,5.6e-65,212.4,2.4,6.5e-65,212.2,2.4
NP_417801.1,Ribosom_S12_S23,PF00164,1.1e-43,142.4,0.4,1.3e-43,142.2,0.4
NP_417806.1,FKBP_C,PF00254,4.1e-36,118.2,0.1,1.8e-33,109.7,0.0
NP_417808.1,FKBP_C,PF00254,2.4e-10,35.6,0.0,6.5e-10,34.2,0.0
NP_417809.1,Na_H_Exchanger,PF00999,1.1e-65,216.8,44.9,1.5e-65,216.4,44.9
NP_417809.1,TrkA_N,PF02254,3.4e-26,86.8,0.1,6.3e-26,86.0,0.1
NP_417811.1,ABC_tran,PF00005,4.2e-52,171.3,7.2,2.3e-26,88.0,0.0
NP_417811.1,ABC_tran_Xtn,PF12848,4.4e-31,101.8,5.1,4.4e-31,101.8,5.1
NP_417811.1,MMR_HSR1,PF01926,2.3e-09,32.3,1.1,3e-05,19.1,0.0
NP_417818.1,Aminotran_1_2,PF00155,6.4e-08,27.0,0.0,1.4e-07,26.0,0.0
NP_417819.1,GATase,PF00117,1.4e-64,212.2,0.0,1.5e-64,212.1,0.0
NP_417822.1,Pro_isomerase,PF00160,5.7e-53,174.3,0.4,6.6e-53,174.1,0.4
NP_417823.1,MFS_1,PF07690,2.5e-27,90.6,58.3,5.6e-25,82.9,50.4
NP_417824.1,Pyr_redox_2,PF07992,3.3e-57,189.0,0.1,5.5e-57,188.3,0.1
NP_417827.1,TP_methylase,PF00590,3.1e-55,182.3,0.1,5.4e-55,181.5,0.1
NP_417830.4,SIS,PF01380,1e-17,59.1,0.0,4.8e-10,34.3,0.0
NP_417833.1,PfkB,PF00294,2.8e-40,133.4,0.1,4.1e-40,132.9,0.1
NP_417835.1,Aminotran_1_2,PF00155,8.4e-12,39.8,0.1,1.9e-11,38.6,0.1
NP_417835.1,Cys_Met_Meta_PP,PF01053,1.3e-08,28.7,0.1,1.9e-08,28.2,0.1
NP_417840.1,Ala_racemase_N,PF01168,7e-24,79.6,0.0,8.6e-24,79.4,0.0
NP_417843.1,tRNA-synt_1b,PF00579,5.4e-90,296.5,0.0,6.6e-90,296.2,0.0
NP_417844.1,Hydrolase,PF00702,4.5e-41,136.3,0.3,5.7e-41,135.9,0.3
NP_417844.1,HAD_2,PF13419,9.5e-39,128.2,0.0,2.1e-38,127.0,0.0
NP_417844.1,Hydrolase_3,PF08282,7.8e-08,27.2,0.0,0.0029,12.3,0.0
NP_417845.1,Ribul_P_3_epim,PF00834,5.2e-93,304.9,0.0,6.1e-93,304.6,0.0
NP_417848.1,DHQ_synthase,PF01761,1e-50,165.2,0.0,1.5e-50,164.6,0.0
NP_417855.4,Transgly,PF00912,1.1e-68,225.1,0.0,2.2e-68,224.1,0.0
NP_417855.4,Transpeptidase,PF00905,2.3e-27,90.9,0.7,1.3e-25,85.1,0.0
NP_417856.1,NUDIX,PF00293,1.3e-16,55.8,0.0,1.9e-16,55.3,0.0
NP_417858.4,Hydrolase,PF00702,3.6e-23,77.9,0.0,4.8e-23,77.5,0.0
NP_417858.4,HAD_2,PF13419,2.1e-12,42.3,0.0,7.6e-12,40.5,0.0
NP_417859.1,S4,PF01479,1.1e-15,52.1,0.0,2.2e-15,51.1,0.0
NP_417863.1,HATPase_c,PF02518,2.1e-26,87.5,0.0,4.2e-26,86.5,0.0
NP_417863.1,HisKA,PF00512,3.8e-14,47.5,0.1,7.7e-14,46.5,0.1
NP_417863.1,HAMP,PF00672,9.7e-11,36.8,0.0,2.1e-09,32.6,0.0
NP_417864.1,Response_reg,PF00072,8.8e-33,107.8,0.0,1.3e-32,107.2,0.0
NP_417864.1,Trans_reg_C,PF00486,4.4e-25,82.5,0.0,1.1e-24,81.3,0.0
NP_417866.4,S1,PF00575,5.8e-27,88.9,0.6,1.1e-26,88.0,0.6
NP_417868.1,MMR_HSR1,PF01926,5.5e-23,76.2,0.0,9.7e-23,75.4,0.0
NP_417868.1,GTP_EFTU,PF00009,1.4e-08,29.4,0.1,1.9e-06,22.5,0.1
NP_417872.2,Pribosyltran,PF00156,2.2e-09,31.8,0.0,3e-09,31.3,0.0
NP_417880.1,AAA,PF00004,2.5e-08,29.4,0.0,7.6e-08,27.8,0.0
NP_417883.1,Rhodanese,PF00581,2.5e-18,61.4,0.0,2.9e-18,61.1,0.0
NP_417884.1,DAO,PF01266,1.1e-60,200.9,0.3,2e-60,200.1,0.0
NP_417887.1,Glycos_transf_1,PF00534,1.3e-14,49.0,0.0,2.2e-14,48.3,0.0
NP_417887.1,Glyco_transf_4,PF13439,5.2e-12,41.0,2.0,2.1e-10,35.8,3.6
NP_417888.1,NTP_transferase,PF00483,9e-71,233.2,0.0,1.1e-70,232.9,0.0
NP_417891.1,Semialdhyde_dhC,PF02774,7.2e-55,180.9,0.0,9e-55,180.6,0.0
NP_417891.1,Semialdhyde_dh,PF01118,6.9e-27,89.2,0.0,1.3e-26,88.3,0.0
NP_417894.2,SKI,PF01202,2.4e-09,32.4,0.0,4.1e-09,31.7,0.0
NP_417898.1,Acetyltransf_1,PF00583,3.3e-20,67.5,0.0,4.1e-20,67.2,0.0
NP_417907.2,ABC_tran,PF00005,1.2e-35,118.0,0.0,2.2e-35,117.2,0.0
NP_417908.1,BPD_transp_1,PF00528,6.6e-25,82.8,18.3,6.6e-25,82.8,18.3
NP_417909.1,BPD_transp_1,PF00528,5.6e-21,70.0,21.3,5.6e-21,70.0,21.3
NP_417911.4,ABC_tran,PF00005,1.6e-37,124.1,0.0,2.2e-37,123.6,0.0
NP_417912.1,ABC_tran,PF00005,1.1e-35,118.2,0.0,1.7e-35,117.5,0.0
NP_417916.1,Acetyltransf_1,PF00583,9.4e-08,27.3,0.0,1.3e-07,26.8,0.0
NP_417918.1,Sigma70_r2,PF04542,3.8e-20,66.4,0.0,7.2e-20,65.5,0.0
NP_417918.1,Sigma70_r4,PF04545,6.9e-20,65.3,0.9,2.1e-18,60.6,0.3
NP_417918.1,Sigma70_r1_2,PF00140,2.7e-06,22.2,0.0,7.1e-06,20.9,0.0
NP_417919.1,FtsX,PF02687,4.5e-16,53.9,10.4,4.5e-16,53.9,10.4
NP_417920.1,ABC_tran,PF00005,3e-42,139.4,0.0,4.2e-42,139.0,0.0
NP_417921.1,SRP54,PF00448,2.3e-81,267.0,2.3,2.3e-81,267.0,2.3
NP_417921.1,SRP54_N,PF02881,2.3e-16,54.7,0.7,2.3e-16,54.7,0.7
NP_417922.1,Cons_hypoth95,PF03602,1.8e-65,214.9,0.0,2.1e-65,214.7,0.0
NP_417926.1,Hydrolase,PF00702,9.8e-36,118.8,2.8,2.3e-35,117.7,2.8
NP_417926.1,E1-E2_ATPase,PF00122,2.5e-25,83.2,0.0,5.8e-25,82.0,0.0
NP_417926.1,Hydrolase_3,PF08282,4.2e-09,31.4,1.1,2.3e-07,25.7,1.0
NP_417930.2,MFS_1,PF07690,6e-38,125.5,84.1,5e-28,92.9,56.1
NP_417931.4,AI-2E_transport,PF01594,6.9e-84,276.8,37.6,7.8e-84,276.7,37.6
NP_417932.1,ACPS,PF01648,6.4e-13,43.7,0.0,8.8e-13,43.2,0.0
NP_417933.1,SBP_bac_5,PF00496,1.2e-100,332.1,1.1,1.4e-100,331.9,1.1
NP_417934.1,BPD_transp_1,PF00528,3e-49,162.2,10.7,3e-49,162.2,10.7
NP_417935.1,BPD_transp_1,PF00528,1.2e-33,111.4,12.1,1.2e-33,111.4,12.1
NP_417936.1,ABC_tran,PF00005,5.2e-28,93.3,0.0,7.2e-28,92.9,0.0
NP_417937.1,ABC_tran,PF00005,2.9e-42,139.5,0.0,4.2e-42,138.9,0.0
NP_417949.1,Pyr_redox_2,PF07992,8.9e-11,36.6,0.0,4.2e-10,34.4,0.0
NP_417949.1,DAO,PF01266,6.3e-09,30.7,0.9,0.00033,15.2,0.6
NP_417953.1,MFS_1,PF07690,6.2e-18,59.7,56.6,1.5e-14,48.6,29.4
NP_417957.1,Pyr_redox_2,PF07992,4e-73,241.2,2.6,4.1e-73,241.2,1.8
NP_417957.1,Pyr_redox_dim,PF02852,5.7e-40,130.9,1.1,1.7e-38,126.2,0.4
NP_417977.1,Sigma70_r4,PF04545,6.8e-08,26.9,0.1,1.6e-07,25.8,0.1
NP_417978.2,LysR_substrate,PF03466,2.5e-44,146.0,0.1,3.4e-44,145.6,0.1
NP_417978.2,HTH_1,PF00126,2.6e-21,70.4,0.6,4.2e-21,69.7,0.6
NP_417980.1,MFS_1,PF07690,4.6e-32,106.2,62.0,2.2e-18,61.2,28.5
NP_417983.2,PfkB,PF00294,1.1e-75,249.7,0.0,1.2e-75,249.5,0.0
NP_417984.1,Peptidase_M16_C,PF05193,3.9e-26,86.9,0.0,1.1e-25,85.4,0.0
NP_417984.1,Peptidase_M16,PF00675,7.1e-08,27.4,0.0,2.2e-07,25.8,0.0
NP_417990.4,Glycos_transf_2,PF00535,1.4e-25,85.1,0.0,2.2e-25,84.4,0.0
NP_417997.1,ABC_tran,PF00005,4.5e-35,116.2,0.0,6.2e-35,115.7,0.0
NP_417998.1,ABC_tran,PF00005,2.6e-31,104.0,0.0,3.7e-31,103.5,0.0
NP_417999.1,BPD_transp_1,PF00528,1.5e-34,114.3,17.5,2.6e-34,113.5,13.6
NP_418000.1,BPD_transp_1,PF00528,4.2e-47,155.2,14.9,4.2e-47,155.2,14.9
NP_418001.1,SBP_bac_5,PF00496,2.2e-116,383.9,6.9,2.8e-116,383.5,6.9
NP_418003.1,MFS_1,PF07690,7.1e-37,122.0,42.2,2.6e-21,70.8,14.5
NP_418006.1,Acetyltransf_1,PF00583,5e-18,60.4,0.1,6.2e-18,60.1,0.1
NP_418009.2,2-Hacid_dh_C,PF02826,6.4e-65,212.7,0.0,1.1e-64,212.0,0.0
NP_418011.1,HTH_3,PF01381,1.1e-07,26.7,0.0,1.6e-07,26.2,0.0
NP_418016.1,DALR_1,PF05746,1.4e-12,42.7,0.5,3.8e-12,41.3,0.5
NP_418024.1,ABC_tran,PF00005,3.4e-57,187.8,0.3,6.6e-32,105.9,0.1
NP_418038.1,OMPdecase,PF00215,1.3e-45,150.9,0.2,1.5e-45,150.7,0.2
NP_418042.1,LysR_substrate,PF03466,3.8e-17,57.3,0.0,7e-17,56.4,0.0
NP_418042.1,HTH_1,PF00126,1.5e-14,48.7,0.0,2.5e-14,48.0,0.0
NP_418045.4,Aldedh,PF00171,9.5e-160,527.0,0.0,1.1e-159,526.8,0.0
NP_418047.1,GTP_EFTU,PF00009,2e-36,120.3,0.1,6.9e-36,118.5,0.1
NP_418047.1,GTP_EFTU_D2,PF03144,1e-12,43.3,0.0,2.5e-12,42.1,0.0
NP_418047.1,MMR_HSR1,PF01926,5.5e-07,24.7,0.0,2e-06,22.9,0.0
NP_418063.1,SpoU_methylase,PF00588,3.7e-35,116.1,0.0,4.1e-35,115.9,0.0
NP_418064.1,Hexapep,PF00132,5.8e-13,43.0,8.0,2.2e-11,38.0,0.9
NP_418065.1,NAD_Gly3P_dh_C,PF07479,6e-59,193.3,1.1,9.3e-59,192.7,1.1
NP_418065.1,NAD_Gly3P_dh_N,PF01210,1.1e-55,182.9,0.0,1.5e-55,182.5,0.0
NP_418065.1,F420_oxidored,PF03807,4.3e-08,28.7,0.0,2e-06,23.3,0.0
NP_418068.1,Rhodanese,PF00581,1.5e-21,71.8,0.0,1.8e-21,71.5,0.0
NP_418072.1,Glycos_transf_2,PF00535,3.4e-40,132.7,0.0,7.3e-40,131.6,0.0
NP_418073.1,ADH_N,PF08240,1.1e-31,104.2,1.3,2.4e-31,103.1,1.3
NP_418073.1,ADH_zinc_N,PF00107,4.5e-31,102.4,0.1,7.3e-31,101.8,0.1
NP_418074.1,Aminotran_1_2,PF00155,3.2e-80,264.9,0.1,3.7e-80,264.7,0.1
NP_418076.1,Epimerase,PF01370,6.2e-47,154.9,0.0,8.2e-47,154.5,0.0
NP_418085.2,Glycos_transf_1,PF00534,3e-26,86.9,0.0,5.3e-26,86.1,0.0
NP_418085.2,Glyco_transf_4,PF13439,1.1e-13,46.5,0.0,1.9e-13,45.7,0.0
NP_418088.1,Glycos_transf_1,PF00534,4.5e-45,148.2,0.0,6e-45,147.8,0.0
NP_418088.1,Glyco_transf_4,PF13439,4.4e-10,34.8,0.9,2.9e-09,32.1,0.1
NP_418090.1,Glycos_transf_1,PF00534,2.7e-08,28.5,0.0,5.7e-08,27.4,0.0
NP_418091.1,CTP_transf_like,PF01467,4.9e-33,109.1,0.1,5.8e-33,108.9,0.1
NP_418093.1,Ribosomal_L33,PF00471,6.1e-21,69.5,1.0,6.8e-21,69.4,1.0
NP_418094.1,Ribosomal_L28,PF00830,2.1e-28,93.1,2.1,2.4e-28,92.9,2.1
NP_418096.4,DFP,PF04127,1.3e-84,278.1,1.0,1.9e-84,277.5,0.0
NP_418096.4,Flavoprotein,PF02441,3.4e-33,109.4,0.1,7.3e-33,108.4,0.1
NP_418098.4,TetR_N,PF00440,9e-11,36.4,0.0,1.5e-10,35.7,0.0
NP_418099.1,Pribosyltran,PF00156,3.7e-11,37.5,0.0,6.6e-11,36.7,0.0
NP_418104.2,DNA_ligase_aden,PF01653,1.2e-24,82.1,0.0,2.1e-24,81.3,0.0
NP_418104.2,OB_DNA_ligase,PF03120,4.6e-23,75.9,0.2,9.3e-23,75.0,0.2
NP_418105.1,Guanylate_kin,PF00625,6.1e-74,242.6,0.0,7.1e-74,242.3,0.0
NP_418107.1,HD_4,PF13328,5e-55,180.4,0.7,9.5e-55,179.5,0.7
NP_418107.1,RelA_SpoT,PF04607,3.5e-44,144.7,0.8,9.9e-44,143.2,0.1
NP_418107.1,TGS,PF02824,8.5e-24,78.4,0.0,2.4e-23,76.9,0.0
NP_418107.1,ACT_4,PF13291,2.9e-18,61.3,1.6,1.1e-17,59.4,1.1
NP_418107.1,HD,PF01966,5.8e-16,53.8,2.4,1.1e-15,52.8,0.5
NP_418108.1,SpoU_methylase,PF00588,4.6e-41,135.2,0.1,6.3e-41,134.7,0.1
NP_418109.1,DEAD,PF00270,7.1e-28,92.4,0.1,1.5e-27,91.3,0.1
NP_418109.1,Helicase_C,PF00271,1.7e-23,77.9,0.0,3e-20,67.5,0.0
NP_418109.1,ResIII,PF04851,1.9e-13,45.6,0.1,3.9e-13,44.6,0.0
NP_418109.1,tRNA_anti-codon,PF01336,2.1e-11,38.6,0.0,4.1e-11,37.7,0.0
